ad_type,city,cname,day,deliver,ftype,invite,maxsal,minsal,name,refresh,type,url,uuid
f,北京,易鑫集团,5,False,1,False,200,150,数据挖掘工程师（实习生）,09-18,intern,https://sxsimg.xiaoyuanzhao.com/68/36/6839CB0DCDAA34E65FDDAEC50BD0A236.png,inn_nhl9xyta1dbl
f,全国,Teradata天睿信科,4,False,1,False,200,120,数据分析与挖掘,09-18,intern,https://sxsimg.xiaoyuanzhao.com/9E/29/9EF8D65BD00807B39E3CCC215E89D529.jpg,inn_haz03zdprlgu
f,北京,吉因加,4,False,1,False,140,100,医学大数据分析师,09-18,intern,https://sxsimg.xiaoyuanzhao.com/78/4C/780C1E6C5CB7935E5B8A09444027494C.png,inn_q1dvo9zu2ydb
f,嘉兴,森马电商,5,False,1,False,300,200,物流数据分析方向,09-17,intern,https://sxsimg.xiaoyuanzhao.com/4B/CC/4B600408D595CC7F0475981E070DA9CC.jpg,inn_mwzelggwsosv
f,北京,嗖嗖身边,4,False,0,False,150,100,数据实习生,09-17,intern,https://sxsimg.xiaoyuanzhao.com/22/21/229AAC578C8AA9D5CF96761F6AD35021.png,inn_kijalcqv4eum
f,上海,美特斯邦威,3,False,1,False,200,150,大数据与分析类实习生,09-17,intern,https://sxsimg.xiaoyuanzhao.com/B6/ED/B6F896B56A867ED8E5EFE2B324712CED.png,inn_dwfao6el0xlk
f,北京,字节跳动,4,False,1,False,400,200,数据挖掘算法实习生 - 国际化,09-17,intern,https://sxsimg.xiaoyuanzhao.com/69/8D/69D89E01806ACAEE6472C6D5D5C7CC8D.jpg,inn_zmgypd14lwyd
f,南京,孩子王,4,False,1,False,150,100,数据挖掘工程师（19/20届）,09-15,intern,https://sxsimg.xiaoyuanzhao.com/08/7B/0833F7C7DCA440E5E60199913D17F87B.png,inn_g1zl47wl1zrb
f,北京,超对称,5,False,1,False,300,150,爬虫实习生,09-12,intern,https://sxsimg.xiaoyuanzhao.com/04/62/04A326270F71A1F9ADBD37B8D8E3BD62.png,inn_fplfmfui556l
f,上海,饿了么,5,False,1,False,150,100,数据分析师,09-12,intern,https://sxsimg.xiaoyuanzhao.com/3B/5F/3B753CDD2EA08941CCEDF60DF1657B5F.png,inn_r6fgj83tfroz
f,北京,WeHome,5,False,1,False,200,150,数据实习生,09-07,intern,https://sxsimg.xiaoyuanzhao.com/BD/18/BD69652367C9B0C84825AACDA47FC118.jpg,inn_4idev5jfj54h
f,北京,百融金服,5,False,1,False,200,150,数据分析师实习生,09-04,intern,https://sxsimg.xiaoyuanzhao.com/D6/13/D61E2DA7967E89AE41A5B85229665413.png,inn_3sssizadnici
f,北京,瓜子二手车,3,False,1,False,300,250,数据挖掘工程师,09-03,intern,https://sxsimg.xiaoyuanzhao.com/B6/EA/B64997D0C61C515D6AA4359B6175B1EA.jpg,inn_6ek4esrg5xws
f,北京,去哪儿网,4,False,1,False,200,150,数据开发实习生,08-30,intern,https://sxsimg.xiaoyuanzhao.com/EB/62/EB9EA26CF573E16B61DE4142DD648562.png,inn_w6kv77io35yy
f,杭州,贝贝网,4,False,1,False,150,100,BI数据分析师（2019届校招职位）,08-29,intern,https://sxsimg.xiaoyuanzhao.com/0F/36/0F57D6F8718DDD82628CE6B3258EB536.jpg,inn_ctq9axjc0umd
f,天津,数能科技,3,False,1,False,150,100,数据整理,08-28,intern,https://sxsimg.xiaoyuanzhao.com/EC/8C/EC8B13D3CCE60A9684CB7AC5C925888C.jpg,inn_dxbuvxo4zm7f
f,北京,摩笔神奇,5,False,1,False,200,150,风控数据实习生,08-28,intern,https://sxsimg.xiaoyuanzhao.com/1E/29/1E3AEA4D6001E645B5DFBE2F68F04129.png,inn_sufyit2zfetv
f,北京,先进数通,5,False,1,False,150,100,ETL及数据分析工程师,08-27,intern,https://sxsimg.xiaoyuanzhao.com/23/4A/23EF26EAB47243E09175C8641BEB9F4A.jpg,inn_1wkbnkdjhour
f,上海,汇纳科技,3,False,1,False,120,100,数据分析师实习生,08-27,intern,https://sxsimg.xiaoyuanzhao.com/A0/17/A095962D2D25F5881CC162E4CB82C317.png,inn_pjvcfd6rb8wu
f,广州,东方国信,5,False,1,False,200,115,实习工程师岗位（JAVA开发/数据开发/数据分析挖掘方向),08-20,intern,https://sxsimg.xiaoyuanzhao.com/22/7B/22B423F3ACCB56C620622B3396FFD07B.jpg,inn_ajuh2mednnzp
f,北京,宜信,5,False,1,False,400,300,数据挖掘工程师,08-18,intern,https://sxsimg.xiaoyuanzhao.com/91/4E/91AAF375412858CF25BA7FB788570C4E.jpg,inn_dnlfw6pwempi
f,北京,人人公司,5,False,0,False,150,100,数据挖掘工程师,08-16,intern,https://sxsimg.xiaoyuanzhao.com/E1/C2/E1795F017839EC48CAA1847BBAC502C2.jpg,inn_xsifokuz0lb7
f,北京,闪银奇异,4,False,1,False,500,300,机器学习工程师,08-09,intern,https://sxsimg.xiaoyuanzhao.com/EA/87/EA5FA6DCE33B798169DB29AD9E648187.png,inn_jwvecb58zhje
f,北京,闪银奇异,5,False,1,False,500,250,数据挖掘工程师,08-09,intern,https://sxsimg.xiaoyuanzhao.com/EA/87/EA5FA6DCE33B798169DB29AD9E648187.png,inn_f4y7kq63rmuz
f,北京,作业帮,4,False,1,False,300,200,算法/数据挖掘实习生,08-08,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_xuruwz0zcm2w
f,杭州,中控信息,3,False,1,False,150,100,GIS开发工程师,08-06,intern,https://sxsimg.xiaoyuanzhao.com/47/66/47E4E88B42766B357A031C542E1C3766.png,inn_zhxwgrwvdrua
f,北京,人人车,5,False,1,False,200,150,数据挖掘实习生,08-02,intern,https://sxsimg.xiaoyuanzhao.com/5A/BF/5A266301AD7412A4E6B12B1E03971BBF.jpg,inn_get0s3r9csrl
f,北京,Talent X,3,False,1,False,150,120,数据分析实习生,07-27,intern,https://sxsimg.xiaoyuanzhao.com/41/C7/41F6C3CA2985CC0640396E5E17D2D5C7.png,inn_c75ex5udmpco
f,北京,网易,4,False,1,False,200,160,数据挖掘实习生,07-25,intern,https://sxsimg.xiaoyuanzhao.com/81/2C/811D40A22992731C00ADBD166EAFD12C.png,inn_alndunr1tyl9
f,广州,BIGO,5,False,1,False,500,400,2019届校招岗-数据挖掘算法工程师,07-20,intern,https://sxsimg.xiaoyuanzhao.com/78/55/783C4B7933B46E9FB7F92A52E5B32855.png,inn_d4oxwxrrjuyw
f,北京,懂车帝| 今日头条,5,False,1,False,401,399,数据开发实习生,07-19,intern,https://sxsimg.xiaoyuanzhao.com/37/E4/37FCE497CE16F3324BFE41CED48D6EE4.jpg,inn_odqtlyne4ggi
f,深圳,北斗院,5,False,1,False,100,99,数据挖掘实习生,06-21,intern,https://sxsimg.xiaoyuanzhao.com/2C/E9/2CBD1D0433DB49CEDEDDAA044BA9B3E9.png,inn_pmjgeec2jxij
f,上海,元扈保险咨询,5,False,1,False,101,100,数据分析专员（实习生）,06-05,intern,https://sxsimg.xiaoyuanzhao.com/B7/D7/B77B45908CD40E50E6B2246E8C990ED7.png,inn_e07joj9tlqim
f,上海,元扈保险咨询,4,False,1,False,101,100,数据分析专员（实习生）,06-05,intern,https://sxsimg.xiaoyuanzhao.com/B7/D7/B77B45908CD40E50E6B2246E8C990ED7.png,inn_3gyrljn52f25
f,上海,元扈保险咨询,5,False,1,False,110,100,数据分析（实习生）,06-05,intern,https://sxsimg.xiaoyuanzhao.com/B7/D7/B77B45908CD40E50E6B2246E8C990ED7.png,inn_tl6nd9y2oybo
f,北京,作业帮,4,False,1,False,300,200,算法/数据挖掘实习生,06-04,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_bpalmr6ezhvn
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,05-29,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_cosncbzwsg9d
f,广州,凡科,5,False,1,False,363,272,需求工程师,05-08,intern,https://sxsimg.xiaoyuanzhao.com/55/1B/55CF6183284AC360F172DE487478EC1B.jpg,inn_vwrtt8c0mb5s
f,北京,大通天成,5,False,1,False,149,100,大数据分析师,04-12,intern,https://sxsimg.xiaoyuanzhao.com/A1/1F/A17ECBDA6FD1A8CA37BFEA720E9B121F.jpg,inn_razdgj2o4aah
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,03-10,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_clxzfo1erjaz
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,03-10,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_ol0ldg2yupys
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,03-10,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_erd3pbcc5usx
f,北京,作业帮,3,False,1,False,300,200,数据挖掘/算法实习生,03-06,intern,https://sxsimg.xiaoyuanzhao.com/D5/22/D5597487DD52585D711B87006801A922.png,inn_rz3rohior2yf
f,北京,天眼查,4,False,1,False,400,200,算法实习生（数据挖掘方向）,03-02,intern,https://sxsimg.xiaoyuanzhao.com/41/5C/411F42E3F0A7E9B66F4F95AFA81F455C.png,inn_4gzhqnqcwebx
f,"北京,上海",链家网,3,False,1,False,400,200,机器学习/数据挖掘工程师【实习岗】,03-01,intern,https://sxsimg.xiaoyuanzhao.com/4B/44/4B198EAACCA3631BD4423271A648FF44.png,inn_bktkqf8y1o6b
f,北京,作业帮,4,False,1,False,300,200,算法/数据挖掘实习生,02-27,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_uxoebgtxgmg6
f,北京,作业帮,4,False,1,False,300,200,算法/数据挖掘实习生,01-31,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_parhpjlsytt7
